Street,Ward,District,Prices,Area,toFace,type,certificate,width,length,floors,Location
9675, Phan Thanh,Thạc Gián,thanh khê,50.0,726.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,18.0,35.0,2,"16.06302,108.20878"
9676, Hoàng Diệu,Bình Thuận,hải châu,4.5,70.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,17.0,3,"16.05467,108.21737"
9677, Hồ Nghinh,Phước Mỹ,sơn trà,15.5,125.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,3,"16.07304,108.24303"
9678, Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,4.3,80.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,2,"16.09447,108.22971"
9679, Nại Hiên Đông 12,Nại Hiên Đông,sơn trà,3.7,70.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.5,3,"16.09454,108.22894"
9680, Trần Quang Khải,Thọ Quang,sơn trà,2.7,60.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,10.0,3,"16.10377,108.25148"
9681, Ngô Quyền,Mân Thái,sơn trà,2.2,35.0,Đông Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,9.0,3,"16.09631,108.24529"
9682, An Hải 18,An Hải Bắc,sơn trà,2.85,54.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,2,"16.08738,108.23777"
9683, Cổ Mân 9,Mân Thái,sơn trà,5.2,86.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,17.0,5,"16.09149,108.24053"
9684, Nại Thịnh 1,Nại Hiên Đông,sơn trà,2.6,60.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,,"16.08932,108.23575"
9685, Khuê Mỹ Đông 5,Mỹ An,ngũ hành sơn,13.5,10.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,20.0,6,"16.03923,108.24675"
9686, Châu Thị Vĩnh Tế,Mỹ An,ngũ hành sơn,29.0,6.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,21.0,2,"16.04978,108.24072"
9687, Nguyễn Tất Thành,Thanh Khê Đông,thanh khê,3.0,80.0,Không,Nhà trong hẻm,Không có,6.0,15.0,3,"16.07765,108.17369"
9688, Hải Hồ,Thanh Bình,hải châu,5.0,68.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,15.0,2,"16.08023,108.21557"
9689, Đống Đa,Thạch Thang,hải châu,3.0,44.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.7,11.0,3,"16.07503,108.21489"
9690, Tiểu La,Hòa Cường Bắc,hải châu,3.0,66.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,19.0,2,"16.04649,108.22182"
9691, Lê Cơ,Hòa Cường Bắc,hải châu,3.5,78.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,19.5,2,"16.04241,108.21996"
9692, Ông Ích Khiêm,Nam Dương,hải châu,4.6,9.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.0,12.0,2,"16.07838,108.21186"
9693, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,5.3,128.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,22.0,2,"16.05375,108.21903"
9694, Nguyễn Chí Thanh,Thạch Thang,hải châu,4.0,65.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,15.8,2,"16.07735,108.22031"
9695, Nguyễn Du,Thạch Thang,hải châu,3.4,63.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,17.0,2,"16.07874,108.22068"
9696, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,3.8,6.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,9.0,2,"16.05232,108.21081"
9697, Hoàng Diệu,Bình Thuận,hải châu,5.0,6.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,14.0,3,"16.05467,108.21737"
9698, Nguyễn Đức Cảnh,Thuận Phước,hải châu,6.9,63.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,14.0,3,"16.08926,108.21863"
9699, Lý Tự Trọng,Thạch Thang,hải châu,8.8,66.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,3.0,22.0,3,"16.07853,108.21389"
9700, Nguyễn Du,Thạch Thang,hải châu,7.3,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.7,11.5,3,"16.07874,108.22068"
9701, Núi Thành,Hòa Cường Nam,hải châu,4.65,80.0,Không,Nhà trong hẻm,Không có,4.0,20.0,3,"16.03194,108.22279"
9702, Hưng Hóa,Hòa Cường Nam,hải châu,4.65,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,2,"16.03475,108.21752"
9703, Đoàn Quý Phi,Hòa Cường Nam,hải châu,5.75,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,"16.02944,108.22031"
9704, Huy Cận,Hòa Cường Nam,hải châu,5.0,65.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,16.6,4.0,2,"16.03315,108.21869"
9705, Phạm Văn Bạch,Hòa Cường Nam,hải châu,4.8,76.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,19.0,2,"16.03197,108.22656"
9706, Nguyễn Văn Linh,Phước Ninh,hải châu,5.9,58.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.8,10.0,3,"16.06072,108.21685"
9707, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,3.6,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,7.0,9.0,2,"16.05232,108.21081"
9708, Quang Trung,Thạch Thang,hải châu,5.0,9.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,3,"16.07505,108.22114"
9709, Quang Trung,Thạch Thang,hải châu,5.3,117.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,8.0,14.0,2,"16.07505,108.22114"
9710, Hoàng Diệu,Bình Thuận,hải châu,4.0,99.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.9,14.0,2,"16.05467,108.21737"
9711, Chu Mạnh Trinh,Hòa Cường Nam,hải châu,4.95,75.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17.0,2,"16.03377,108.21313"
9712, Tiên Sơn 8,Hòa Cường Nam,hải châu,5.5,98.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.6,2,"16.03654,108.22015"
9713, Hóa Sơn 2,Hòa Cường Nam,hải châu,3.5,56.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,14.0,2,"16.03189,108.22724"
9714, Tiên Sơn 17,Hòa Cường Nam,hải châu,5.4,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.0,2,"16.0291,108.2203"
9715, 408 Hoàng Diệu,Phước Ninh,hải châu,4.0,60.0,Không,Nhà trong hẻm,Không có,5.0,12.0,4,"16.05509,108.21596"
9716, Nguyễn Nhàn,Hòa Thọ Đông,cẩm lệ,2.4,80.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,2,"16.01108,108.19622"
9717, Huỳnh Ngọc Huệ,Hòa Khê,thanh khê,4.5,86.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.3,20.0,2,"16.06024,108.18557"
9718, Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2.85,100.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,2,"16.0215783,108.21282"
9719, Cách Mạng Tháng 8,Hòa Thọ Đông,cẩm lệ,2.85,90.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,20.0,2,"16.0215783,108.21282"
9720, Trần Xuân Lê,Hòa Khê,thanh khê,3.1,60.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,2,"16.059,108.18735"
9721, Hoàng Diệu,Hải Châu I,hải châu,4.25,90.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,9.0,10.0,3,"16.05467,108.21737"
9722, Hoàng Diệu,Bình Hiên,hải châu,4.55,90.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,9.0,10.0,3,"16.05467,108.21737"
9723, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.5,50.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,10.0,3,"16.05375,108.21903"
9724, Hoàng Diệu,Bình Hiên,hải châu,2.2,36.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.6,10.0,2,"16.05467,108.21737"
9725, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.6,55.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,3,"16.05375,108.21903"
9726, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,4.5,80.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,3,"16.05232,108.21081"
9727, Duy Tân,Hòa Thuận Đông,hải châu,6.0,80.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,3,"16.05102,108.20813"
9728, Đặng Thai Mai,Thạc Gián,thanh khê,4.5,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,2,"16.0609,108.21139"
9729, Núi Thành,Hòa Cường Bắc,hải châu,3.9,45.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,9.0,3,"16.03194,108.22279"
9730, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,3.9,90.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,1,"16.05375,108.21903"
9731, Châu Thượng Văn,Hòa Cường Bắc,hải châu,3.8,55.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,11.0,3,"16.04445,108.22042"
9732, Dũng Sĩ Thanh Khê,An Khê,thanh khê,2.6,75.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,2,"16.07597,108.17332"
9733, Hoàng Diệu,Bình Hiên,hải châu,5.2,70.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,16.0,3,"16.05467,108.21737"
9734, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.3,98.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,19.0,2,"16.05375,108.21903"
9735, Hùng Vương,Hải Châu I,hải châu,3.1,51.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.2,16.0,2,"16.06859,108.221"
9736, Phan Châu Trinh,Bình Hiên,hải châu,3.6,60.0,Đông Nam,Nhà trong hẻm,Không có,5.0,12.0,2,"16.05775,108.21896"
9737, Điện Biên Phủ,Chính Gián,thanh khê,4.55,90.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,15.0,2,"16.06715,108.196"
9738, Đỗ Thúc Tịnh,Khuê Trung,cẩm lệ,4.15,81.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,18.0,3,"16.02685,108.20963"
9739, Trường Chinh,An Khê,thanh khê,3.4,5.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.4,15.0,4,"16.04251,108.18537"
9740, Đỗ Thúc Tịnh,Khuê Trung,cẩm lệ,4.15,81.0,Tây Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,18.0,3,"16.02685,108.20963"
9741, Trường Chinh,An Khê,thanh khê,3.4,5.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.4,15.0,4,"16.04251,108.18537"
9742, Nguyễn Tri Phương,Hòa Thuận Tây,hải châu,3.95,70.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,4,"16.05232,108.21081"
9743, Trưng Nữ Vương,Hòa Thuận Tây,hải châu,4.0,75.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,3,"16.05375,108.21903"
9744, Nguyễn Phước Nguyên,An Khê,thanh khê,3.15,80.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,2,"16.05452,108.18347"
9745, Âu Cơ,Hòa Hiệp Bắc,liên chiểu,2.85,13.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,22.0,1,"16.16468048,108.12548065"
9746, Nguyễn Phước Nguyên,An Khê,thanh khê,3.0,100.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,2,"16.05452,108.18347"
9747, Phạm Nhữ Tăng,Hòa Khê,thanh khê,2.3,90.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,15.0,2,"16.06307,108.18955"
9748, Hà Huy Tập,An Khê,thanh khê,2.6,60.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,15.0,2,"16.0704,108.19171"
9749, Nguyễn Trung Trực,An Hải Bắc,sơn trà,3.6,90.0,Bắc,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,18.0,3,"16.08582,108.22967"
9750, Nam Cao,Hòa Khánh Nam,liên chiểu,3.35,150.0,Đông Nam,Nhà trong hẻm,Không có,5.0,30.0,1,"16.05868,108.14759"
9751, Phan Chu Trinh,Bình Hiên,hải châu,3.7,45.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,9.0,3,"16.05703,108.21882"
9752, Tiểu La,Hòa Cường Bắc,hải châu,3.5,75.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,75.0,2,"16.04649,108.22182"
9753, Lê Thị Hồng Gấm,Hòa Cường Nam,hải châu,7.6,80.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,16.0,3,"16.03478,108.21788"
9754, Trường Chinh,An Khê,thanh khê,2.6,70.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,14.0,2,"16.04251,108.18537"
9755, Hà Huy Tập,Hòa Khê,thanh khê,4.0,70.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,3,"16.0704,108.19171"
9756, Hoàng Diệu,Bình Hiên,hải châu,5.68,11.0,Đông Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.2,27.0,2,"16.05467,108.21737"
9757, Phan Châu Trinh,Bình Hiên,hải châu,3.6,75.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,2,"16.05775,108.21896"
9758, Nguyễn Văn Linh,Bình Hiên,hải châu,3.5,80.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,16.0,2,"16.06072,108.21685"
9759, Ông Ích Đường,Hòa Thọ Đông,cẩm lệ,2.3,5.0,Tây Nam,Nhà trong hẻm,Giấy tờ hợp lệ,3.5,15.0,2,"16.01707,108.20465"
9760, Phạm Nhữ Tăng,Hòa Khê,thanh khê,3.6,64.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,16.0,3,"16.06307,108.18955"
9761, Trường Chinh,An Khê,thanh khê,2.95,80.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,14.0,2,"16.04251,108.18537"
9762, Mai Am,Thuận Phước,hải châu,8.4,105.0,Tây Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,15.0,3,"16.08628,108.21645"
9763, Cẩm Bắc 9,Hòa Thọ Đông,cẩm lệ,3.3,75.0,Đông,Nhà mặt tiền,Không có,5.0,15.0,2,"16.01876,108.19498"
9764, Mai Thúc Lân,Mỹ An,ngũ hành sơn,17.0,147.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,21.0,2,"16.0472012,108.23857865"
9765, Bàu Cầu 15,Xã Hòa Châu,hòa vang,2.65,90.0,Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,"16.080695,108.144963"
9766, Trần Thái Tông,An Khê,thanh khê,7.3,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.04077,108.18846"
9767, Cẩm Bắc 9,Hòa Thọ Đông,cẩm lệ,4.5,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.01876,108.19498"
9768, Đô Đốc Tuyết,Hòa Xuân,cẩm lệ,3.7,100.0,Tây Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,"15.99456,108.21192"
9769, Trần Tấn Mới,Hòa Thuận Tây,hải châu,5.4,103.0,Tây,Nhà mặt tiền,Không có,4.5,23.0,2,"16.04111,108.20855"
9770, Hóa Sơn 2,Hòa Cường Nam,hải châu,3.7,60.0,Đông,Nhà mặt tiền,Không có,4.0,15.0,2,"16.03189,108.22724"
9771, Hàn Thuyên,Hòa Cường Nam,hải châu,8.6,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.03936,108.21621"
9772, Bế Văn Đàn,Chính Gián,thanh khê,15.0,115.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,8.0,15.0,3,"16.06502,108.19853"
9773, Võ Quảng,Hòa Xuân,cẩm lệ,4.35,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.00156,108.21659"
9774, Cẩm Bắc,Hòa Thọ Đông,cẩm lệ,3.5,7.0,Đông Bắc,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.0,2,"16.01695,108.19864"
9775, Tiên Sơn 8,Hòa Cường Nam,hải châu,7.7,90.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,3,"16.03654,108.22015"
9776, Mai Thúc Lân,Khuê Mỹ,ngũ hành sơn,18.0,147.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,21.0,2,"16.0472012,108.23857865"
9777, Tú Quỳ,Hòa Minh,liên chiểu,4.55,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.0528,108.1681"
9778, Phan Bôi,An Hải Tây,sơn trà,8.2,80.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,17.6,4,"16.06902,108.23521"
9779, Tống Phước Phổ,Hòa Cường Nam,hải châu,8.8,90.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,4,"16.04524,108.22224"
9780, Huỳnh Thúc Kháng,Nam Dương,hải châu,14.2,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.2,2,"16.06075,108.21829"
9781, Hòa An 5,Khuê Trung,cẩm lệ,5.75,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,100.0,3,"16.05513,108.17787"
9782, Lương Định Của,Khuê Trung,cẩm lệ,9.2,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.01679,108.2087"
9783, Dương Quảng Hàm,Khuê Trung,cẩm lệ,6.2,90.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,20.0,3,"16.03387,108.21396"
9784, Lương Định Của,Khuê Trung,cẩm lệ,13.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,7,"16.01679,108.2087"
9785, An Nhơn 4,Thọ Quang,sơn trà,7.4,64.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,16.0,4,"16.06957,108.23432"
9786, Phan Châu Trinh,Hải Châu I,hải châu,23.2,150.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,30.0,6,"16.05775,108.21896"
9787, Nguyễn Chí Thanh,Thạch Thang,hải châu,10.9,60.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,4,"16.07735,108.22031"
9788, Mai Thúc Lân,Khuê Mỹ,ngũ hành sơn,18.0,150.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,25.0,3,"16.0472012,108.23857865"
9789, Phan Tôn,Mỹ An,ngũ hành sơn,54.0,6.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,23.0,7,"16.05246,108.24532"
9790, Cẩm Bắc 9,Hòa Thọ Đông,cẩm lệ,4.1,100.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,2,"16.01876,108.19498"
9791, Nguyễn Địa Lô,Nại Hiên Đông,sơn trà,3.8,80.0,Đông,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,20.0,2,"16.09272,108.23492"
9792, Đường Nguyễn Khánh Toàn,Hòa Cường Nam,hải châu,7.75,125.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,25.0,1,"16.03653,108.21447"
9793, Khúc Hạo,An Hải Đông,sơn trà,8.0,100.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.0935,108.23171"
9794, Tiên Sơn 8,Hòa Cường Nam,hải châu,12.9,120.0,Đông Nam,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,18.0,3,"16.03654,108.22015"
9795, Đỗ Bá,Mỹ An,ngũ hành sơn,16.0,60.0,Đông,Nhà trong hẻm,Giấy tờ hợp lệ,13.0,20.0,1,"16.05193,108.24696"
9796, Lê Đình Lý,Hòa Thuận Tây,hải châu,3.4,55.0,Đông,Nhà trong hẻm,Không có,3.2,17.0,3,"16.0516,108.20992"
9797, Lê Cơ,Hòa Cường Bắc,hải châu,3.5,80.0,Nam,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,2,"16.04241,108.21996"
9798, Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,3.85,75.0,Đông,Nhà trong hẻm,Không có,5.0,15.0,2,"16.04274,108.21396"
9799, Nguyễn Phước Nguyên,An Khê,thanh khê,3.7,80.0,Tây,Nhà trong hẻm,Giấy tờ hợp lệ,4.0,20.0,2,"16.05452,108.18347"
9800, Bùi Hiển,Hòa An,cẩm lệ,6.75,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,"16.04287,108.16986"
9801, Nguyễn Tất Thành,Xuân Hà,thanh khê,2.5,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.5,15.0,3,"16.07765,108.17369"
9802, Nguyễn Lương Bằng,Hòa Hiệp Nam,liên chiểu,14.4,530.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,59.0,1,"16.08075,108.14674"
9803, Tôn Đức Thắng,Hòa Minh,liên chiểu,9.0,81.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.6,61.0,,"16.0602874,108.16275005"
9804, Trần Đình Tri,Hòa Minh,liên chiểu,3.55,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,4.5,13.0,3,"16.08254,108.1571"
9805, Nguyễn Thị Minh Khai,Hải Châu I,hải châu,85.0,438.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,16.0,27.0,1,"16.0744,108.21805"
9806, Hoàng Diệu,Bình Thuận,hải châu,3.6,118.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.1,20.0,3,"16.05467,108.21737"
9807, Điện Biên Phủ,Hòa Khê,thanh khê,3.1,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,2,"16.06715,108.196"
9808, Lý Tự Trọng,Thạch Thang,hải châu,5.6,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.2,10.0,4,"16.07853,108.21389"
9809, Hoàng Văn Thái,Hòa Minh,liên chiểu,2.0,100.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,20.0,2,"16.05849,108.15735"
9810, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,9.5,70.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.3,11.0,6,"16.03665,108.21825"
9811, Âu Cơ,Hòa Khánh Bắc,liên chiểu,24.0,340.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,68.0,3,"16.16468048,108.12548065"
9812, Trần Hưng Đạo,An Hải Tây,sơn trà,46.0,306.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,15.0,20.4,,"16.08968,108.22756"
9813, Hoàng Diệu,Nam Dương,hải châu,28.0,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,17.0,4,"16.05467,108.21737"
9814, Ông Ích Khiêm,Hải Châu II,hải châu,4.5,80.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,15.0,3,"16.07838,108.21186"
9815, Hoàng Diệu,Nam Dương,hải châu,28.0,110.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.5,17.0,4,"16.05467,108.21737"
9816, Hải Phòng,Chính Gián,thanh khê,3.68,7.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,3.8,20.0,3,"16.07085,108.20893"
9817, Lý Tự Trọng,Thạch Thang,hải châu,16.0,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,3,"16.07853,108.21389"
9818, Lý Tự Trọng,Thạch Thang,hải châu,16.0,95.0,Không,Nhà mặt tiền,Không có,4.5,21.0,3,"16.07853,108.21389"
9819, Điện Biên Phủ,Hòa Khê,thanh khê,10.9,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,6,"16.06715,108.196"
9820, Trưng Nữ Vương,Hòa Thuận Đông,hải châu,9.8,159.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,23.0,2,"16.05375,108.21903"
9821, Đồng Kè,Hòa Khánh Bắc,liên chiểu,7.38,50.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,28.0,2,"16.07284,108.14639"
9822, Đồng Kè,Hòa Khánh Bắc,liên chiểu,7.4,44.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.5,28.0,2,"16.07284,108.14639"
9823, Nguyễn Phước Nguyên,Hòa Khê,thanh khê,4.98,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,18.0,3,"16.05452,108.18347"
9824, Cao Sơn Pháo,Hòa An,cẩm lệ,4.0,66.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,6.0,11.0,3,"16.05783,108.17572"
9825, Bùi Hiển,Hòa An,cẩm lệ,6.2,110.0,Không,Nhà mặt tiền,Không có,7.0,15.0,3,"16.04287,108.16986"
9826, Hoàng Văn Thái,Hòa Khánh Nam,liên chiểu,2.4,11.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,6.0,19.0,1,"16.05849,108.15735"
9827, Tôn Đức Thắng,Hòa Minh,liên chiểu,5.3,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,19.0,3,"16.07067,108.15084"
9828, Nguyễn Tất Thành,Tam Thuận,thanh khê,3.7,60.0,Không,Nhà trong hẻm,Giấy tờ hợp lệ,5.0,12.0,2,"16.07765,108.17369"
9829, 2/9,Hòa Cường Nam,hải châu,21.5,,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,20.0,1,"16.08311,108.22194"
9830, Nguyễn Trung Trực,An Hải Bắc,sơn trà,13.6,13.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.5,18.5,3,"16.08582,108.22967"
9831, Tiên Sơn 20,Hòa Cường Nam,hải châu,9.5,180.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,12.0,15.0,3,"16.03084,108.21588"
9832, Trần Thị Lý,Mỹ An,ngũ hành sơn,7.5,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,24.0,5.0,7,"16.02505,108.24483"
